index,Site,Event Date,WUC,Failure,R&R,Action Taken,Rem Sn,Ins Sn,How Mal
2991,5N01,8/4/2015,JA200          ,0,0,X,               ,               ,799
3165,5N02,2/13/2017,JB200          ,0,0,X,               ,608,798
3131,5N03,11/6/2016,JB200          ,0,0,H,               ,               ,799
3192,5N03,4/4/2017,JB200          ,0,0,X,               ,196,801
2154,5N04,1/10/2012,JB200,,,G,,,105
2809,5N04,9/19/2014,JB200,,,G,,,876
3185,5N04,3/7/2017,JB200          ,0,0,G,               ,722,801
2061,5N05,7/22/2011,JB200,,,G,,,105
2461,5N05,11/1/2012,JB200,,,X,,,799
2462,5N05,11/1/2012,JB200,,,Y,,,242
2463,5N05,11/2/2012,JB200,1,1,R,646,320,242
2465,5N05,11/3/2012,JB200,,,X,,,799
2466,5N05,11/4/2012,JB200,,,H,,,799
2470,5N05,11/7/2012,JB200,,,H,,,812
2471,5N05,11/9/2012,JB200,,,1,,646,242
2520,5N05,3/5/2013,JB200,,,Y,,,242
3260,5N07,10/12/2017,JB200,0,0,X,,,799
2713,5N08,11/22/2013,JB200,,,G,,,876
2162,5N09,1/24/2012,JB200,,,L,,,2
2472,5N09,11/11/2012,JB200,,,X,,,804
2092,5N11,10/7/2011,JB200,,,L,,,876
3018,5N11,9/28/2015,JB200          ,0,0,G,               ,               ,105
3194,5N11,4/6/2017,JB200          ,0,0,X,               ,490,801
3198,5N11,4/14/2017,JB25D          ,1,1,R,               ,               ,255
1864,5O02,4/27/2011,,,,,,736,801
1993,5O03,6/19/2011,JB200,,,L,,,127
2473,5O03,11/14/2012,JB200,,,X,,,804
2792,5O03,7/22/2014,JB200,,,G,,,105
3293,5O03,1/5/2018,JB200,0,0,Y,,,567
3299,5O03,1/23/2018,JB200,1,1,R,257,492,615
3301,5O03,1/25/2018,JB200,0,0,1,,257,615
3306,5O03,2/27/2018,JB200,0,0,H,,,799
2181,5O07,3/5/2012,JB200,,,L,,,105
3248,5O07,9/7/2017,JB200          ,0,0,X,               ,336,801
2735,5O10,12/28/2013,JB200,,,G,,,876
2440,5O11,10/10/2012,JB200,,,G,,,105
3121,5O11,9/26/2016,JB200          ,0,0,L,               ,               ,127
2452,8600001391,10/29/2012,JB200,,,B,,193,799
2664,8600001391,7/29/2013,,,,,,152,801
100,A01,12/5/2001,JA200,,,J,,,224
101,A01,12/13/2001,JA200,,,J,,,799
110,A01,1/16/2002,JA200,,,J,,,799
115,A01,1/28/2002,JA200,,,J,,,224
128,A01,3/1/2002,JB200,,,J,,,799
279,A01,9/1/2002,JA200,,,J,,,242
471,A01,9/22/2003,JA200,,,X,,,799
475,A01,9/26/2003,JA200,,,L,,,242
476,A01,9/27/2003,JA200,,,J,,,799
483,A01,10/16/2003,JA200,,,L,,,944
486,A01,10/25/2003,JA200,,,Y,,,242
491,A01,10/29/2003,JA200,,,J,,,799
492,A01,10/29/2003,JA220,1,,R,138,118,255
496,A01,11/9/2003,JA200,,,Y,,,255
497,A01,11/12/2003,JA200,,1,R,1077,1072,242
754,I11,7/4/2005,JB25E,1,,R,1,2,70
606,A01,8/27/2004,JA200,,,L,                    ,                    ,800
608,A01,8/30/2004,JA200,,,L,                    ,                    ,127
771,A01,8/17/2005,JA200,,,L,,,799
772,A01,8/18/2005,JA200,,,L,,,799
773,A01,8/23/2005,JA200,,,L,,,799
774,A01,8/23/2005,JA200,,,L,,,799
824,A01,11/20/2005,JA200,,,L,,,799
1079,A01,6/13/2007,JA200,,,X,,,799
1153,A01,10/26/2007,JA200,,,X,,,804
1156,A01,11/16/2007,JA200,,,X,,,804
1364,A01,7/4/2008,JA200,,,X,,,804
1369,A01,7/31/2008,JA200,,,X,,,804
1373,A01,8/11/2008,JA200,,,X,,,799
1374,A01,8/11/2008,JA200,,,H,,,799
1386,A01,9/9/2008,JA200,,,Y,,,900
1387,A01,9/10/2008,JA200,1,1,R,1004,1060,900
1388,A01,9/10/2008,JA200,,,X,,,799
1443,A01,3/10/2009,JA200,,,X,,,799
1444,A01,3/12/2009,JA200,,,X,,,799
1468,A01,5/27/2009,JA200,,,X,,,799
1481,A01,6/29/2009,JA200,,,X,,,799
1491,A01,7/27/2009,JA200,,,X,,,799
132,A02,3/12/2002,JB200,,,J,,,799
134,A02,3/22/2002,JB200,,,Y,,,6
135,A02,3/22/2002,JB200,1,,R,MG00798,750,6
149,A02,4/25/2002,JB200,,,Y,,,900
150,A02,4/25/2002,JB200,0,0,R,MG00164,MG00485,242
151,A02,4/25/2002,JB200,,,X,,,799
152,A02,4/26/2002,JB25E,1,,R,82,146,900
326,A02,10/16/2002,JB200,,,G,,,105
327,A02,10/16/2002,JB200,,,G,,,105
345,A02,11/19/2002,JB200,,,Y,,,20
346,A02,11/19/2002,JB200,,,Y,,,20
347,A02,11/19/2002,JB200,,,Y,,,105
348,A02,11/19/2002,JB200,,,Y,,,105
605,A02,8/26/2004,JB200,,,H,                    ,                    ,799
838,A02,12/16/2005,JB200,,,G,,,105
839,A02,12/16/2005,JB200,,,G,,,105
1139,A02,9/5/2007,JB200,,,X,,,799
1334,A02,6/19/2008,JB200,,,X,,,799
380,A03,2/18/2003,JB200,,,L,,,127
507,A03,12/9/2003,JB200,,,G,,,105
581,A03,6/24/2004,JB200,,,X,,,2
672,A03,2/4/2005,JB200,,,X,,,410
673,A03,2/4/2005,JB200,,,X,                    ,                    ,410
775,A03,8/24/2005,JB200,,,G,,,105
1097,A03,7/6/2007,JB200,,,X,,,812
1124,A03,8/6/2007,JB200,,,X,,,812
1126,A03,8/7/2007,JB200,,,X,,,812
1158,A03,11/26/2007,JB200,,,L,,,956
1335,A03,6/19/2008,JB200,,,X,,,799
677,A04,2/8/2005,JB200,,,X,,,410
692,A04,2/8/2005,JB200,,,X,                    ,                    ,410
1174,A04,3/5/2008,JB200,,,X,,,799
1345,A04,6/20/2008,JB200,,,X,,,799
453,A05,8/21/2003,JB200,,,G,,,105
1346,A05,6/20/2008,JB200,,,X,,,799
360,A06,12/30/2002,JB250,,,G,,,105
525,A06,2/18/2004,JB200,,,X,,,799
823,A06,11/15/2005,JB200,,,G,,,105
945,A06,8/15/2006,JB200,,,G,,,105
1244,A06,5/30/2008,JB200,,,L,,,900
1344,A06,6/19/2008,JB200,,1,P,567,,878
1347,A06,6/20/2008,JB200,,,X,,,799
1424,A06,12/13/2008,JB200,,,X,,,799
1425,A06,12/13/2008,JB200,,,Q,,567,799
1460,A06,5/6/2009,JB200,,,G,,,105
1461,A06,5/6/2009,JB200,,,G,,,105
1462,A06,5/6/2009,JB200,,,G,,,105
1463,A06,5/6/2009,JB200,,,Q,,273,799
245,A07,7/25/2002,JB200,,,G,,,105
246,A07,7/25/2002,JB200,,,G,,,105
610,A07,9/4/2004,JB200,,,Y,                    ,                    ,242
611,A07,9/4/2004,JB25E,1,,R,20,142,242
1034,A07,2/18/2007,JB200,,,Y,,,255
1035,A07,2/18/2007,JB25E,1,,R,142,4,255
1348,A07,6/20/2008,JB200,,,X,,,799
1120,A08,8/2/2007,JB200,,,X,,,799
1349,A08,6/20/2008,JB200,,,X,,,799
2,A09,4/4/2001,JB200,,,R,,0265644 (1),750
133,A09,3/15/2002,JB200,,,J,,,799
146,A09,4/22/2002,JB200,,,G,,,105
748,A09,6/10/2005,JB200,,,L,,,167
1068,A09,5/27/2007,JB200,,,X,,,812
1070,A09,5/29/2007,JB200,,,X,,,799
1336,A09,6/19/2008,JB200,,,X,,,799
1417,A09,11/20/2008,JB200,,,X,,,812
1418,A09,11/21/2008,JB200,,,X,,,812
1427,A09,12/17/2008,JB200,,,F,,,900
1429,A09,12/18/2008,JB200,,,X,,,799
1430,A09,12/18/2008,JB200,1,1,R,605,511,900
1431,A09,12/19/2008,JB200,,,X,,,799
861,A10,3/4/2006,JB200,,,Y,,,901
865,A10,3/8/2006,JB200,1,,G,,,135
1337,A10,6/19/2008,JB200,,,X,,,799
1511,A10,9/17/2009,JB200,,,X,,,799
1527,A10,10/29/2009,JB25D,,,R,838,32,801
358,A11,12/20/2002,JB250,,,G,,,105
435,A11,6/24/2003,JB200,,,G,,,105
536,A11,3/16/2004,JB25E,1,,R,63,9,900
537,A11,3/16/2004,JB25E,,,R,,,169
546,A11,4/14/2004,JB200,,,X,,,410
1338,A11,6/19/2008,JB200,,,X,,,799
91,B01,11/10/2001,JA200,,,L,,,800
192,B01,6/21/2002,JB200,,,J,,,944
194,B01,6/24/2002,JA200,,,J,,,804
198,B01,6/26/2002,JA200,,,J,,,804
255,B01,8/9/2002,JA200,,,J,,,799
274,B01,8/26/2002,JA200,,,X,,,799
321,B01,10/13/2002,JA200,,,J,,,799
385,B01,3/14/2003,JA200,,,G,,,135
479,B01,10/2/2003,JA210,,,L,,,944
570,B01,6/1/2004,JA200,,,L,,,799
616,B01,9/16/2004,JA200,,,L,                    ,                    ,800
617,B01,9/17/2004,JA200,,,L,                    ,                    ,127
735,B01,5/3/2005,JA200,,,L,,,799
739,B01,5/20/2005,JA200,,,L,,,799
770,B01,8/15/2005,JA200,,,L,,,799
907,B01,5/9/2006,JA200,,,X,,,799
916,B01,6/3/2006,JA200,,,X,,,799
1066,B01,5/15/2007,JA200,,,X,,,799
1074,B01,6/5/2007,JA200,,,X,,,799
1127,B01,8/9/2007,JA200,,,X,,,799
1239,B01,5/19/2008,JA200,,,X,,,804
1241,B01,5/28/2008,JA200,,,X,,,799
1379,B01,8/20/2008,JA200,,,X,,,799
1393,B01,9/24/2008,JA200,,,X,,,799
1434,B01,12/24/2008,JA200,,,X,,,799
1454,B01,4/8/2009,JA200,1,1,R,1022,1097,721
1455,B01,4/10/2009,JA200,,,X,,,799
1515,B01,10/8/2009,JA200,,,X,,,799
444,B02,7/26/2003,JB210,0,0,G,,,750
966,B02,10/12/2006,JB200,,,X,,,799
1041,B02,2/28/2007,JB200,,,X,,,799
1350,B02,6/20/2008,JB200,,,X,,,799
323,B03,10/15/2002,JB200,,,G,,,105
403,B03,4/29/2003,JB200,,,X,,,2
892,B03,4/14/2006,JB25E,1,,R,90,144,242
893,B03,4/14/2006,JB200,,,H,,,799
923,B03,6/15/2006,JB200,,,X,,,799
1018,B03,1/23/2007,JB200,,,X,,,799
1032,B03,2/15/2007,JB200,,,X,,,2
1053,B03,4/5/2007,JB200,,,X,,,2
1351,B03,6/20/2008,JB200,,,X,,,799
457,B04,8/28/2003,JB200,,,G,,,105
1352,B04,6/20/2008,JB200,,,X,,,799
1453,B04,4/6/2009,JB200,,,X,,,799
1457,B04,4/21/2009,JB200,,,X,,,799
418,B05,5/16/2003,JB200,,,L,,,127
634,B05,10/26/2004,JB200,,,X,                    ,                    ,799
1081,B05,6/16/2007,JB200,,,X,,,812
1087,B05,6/20/2007,JB200,,,X,,,812
1113,B05,7/30/2007,JB200,,,X,,,812
1119,B05,8/2/2007,JB200,,,X,,,812
1353,B05,6/20/2008,JB200,,,X,,,799
237,B06,7/19/2002,JB210,0,0,G,,,105
340,B06,11/9/2002,JB200,,,H,,,799
342,B06,11/12/2002,JB200,,,X,,,799
836,B06,12/8/2005,JB200,,,L,,,799
1029,B06,2/7/2007,JB200,,,X,,,799
1354,B06,6/20/2008,JB200,,,X,,,799
90,B07,11/9/2001,JB200,,,G,,,105
305,B07,9/20/2002,JB200,,,G,,,105
308,B07,9/20/2002,JB200,,,G,,,105
732,B07,4/29/2005,JB200,1,1,R,590,601,242
733,B07,4/29/2005,JB200,,,X,,,799
877,B07,3/22/2006,JB210,0,0,G,,,105
1007,B07,12/13/2006,JB200,,,G,,,105
1059,B07,4/30/2007,JB200,,,X,,,799
1329,B07,6/18/2008,JB200,,,X,,,799
58,B08,7/24/2001,JB200,,,G,,,105
1330,B08,6/18/2008,JB200,,,X,,,799
1357,B08,6/30/2008,JB200,1,,Y,,,721
1358,B08,7/1/2008,JB200,1,1,R,232,1730,242
1359,B08,7/1/2008,JB200,,,X,,,799
1360,B08,7/1/2008,JB200,,,X,,,799
1381,B08,8/27/2008,JB25B,1,1,R,,,169
647,B09,12/2/2004,JB200,,,Y,                    ,                    ,255
648,B09,12/2/2004,JB200,,,Y,                    ,                    ,242
649,B09,12/3/2004,JB200,,,1,                    ,                    ,242
650,B09,12/3/2004,JB200,1,1,R,408,752,242
850,B09,2/2/2006,JB25E,1,,R,179,61,8
851,B09,2/2/2006,JB25B,1,1,R,338,93,8
1084,B09,6/19/2007,JB200,,,Y,,,230
1085,B09,6/19/2007,JB200,,,Y,,,350
1088,B09,6/21/2007,JB200,1,1,R,MG00555,671,169
1089,B09,6/21/2007,JB200,,,H,,,799
1090,B09,6/21/2007,JB200,,,X,,,799
1331,B09,6/18/2008,JB200,,,X,,,799
1378,B09,8/14/2008,JB200,,,X,,,799
185,B10,6/18/2002,JB200,,,Y,,,105
186,B10,6/18/2002,JB200,,,G,,,105
187,B10,6/18/2002,JB200,,,G,,,105
1332,B10,6/18/2008,JB200,,,X,,,799
1475,B10,6/16/2009,JB200,,,L,,,254
365,B11,1/8/2003,JB200,,,X,,,799
631,B11,10/20/2004,JB200,,,L,                    ,                    ,800
1323,B11,6/18/2008,JB200,,,X,,,799
1435,B11,1/12/2009,JB200,,,G,,,105
18,C01,5/6/2001,JA200,,,L,,,800
310,C01,9/27/2002,JA200,,,J,,,799
391,C01,3/22/2003,JA200,,,L,,,800
398,C01,4/18/2003,JA200,,,L,,,127
422,C01,6/2/2003,JA200,,,L,,,799
442,C01,7/17/2003,JA200,,,J,,,799
490,C01,10/28/2003,JA200,,,X,,,799
560,C01,5/10/2004,JA200,,,L,,,800
561,C01,5/11/2004,JA200,,,L,,,127
609,C01,9/1/2004,JA200,,,L,                    ,                    ,799
612,C01,9/7/2004,JA200,,,L,                    ,                    ,799
636,C01,10/30/2004,JA200,,,L,                    ,                    ,799
766,C01,8/4/2005,JA200,,,L,,,799
768,C01,8/5/2005,JA200,,,L,,,799
1003,C01,12/6/2006,JA200,,,X,,,799
1141,C01,9/8/2007,JA200,,,X,,,799
1142,C01,9/8/2007,JA200,,,X,,,799
1147,C01,9/20/2007,JA200,,,X,,,799
1148,C01,9/21/2007,JA200,,,X,,,799
1162,C01,1/8/2008,JA200,,,X,,,804
1170,C01,2/8/2008,JA200,,,X,,,804
1175,C01,3/10/2008,JA200,,,X,,,804
1176,C01,3/11/2008,JA200,,,X,,,804
1188,C01,4/7/2008,JA200,,,X,,,812
1298,C01,6/11/2008,JB200,,,X,,,812
1355,C01,6/21/2008,JA200,,,X,,,799
361,C02,1/2/2003,JB200,1,1,R,444,465,242
362,C02,1/2/2003,JB200,,,X,,,799
1061,C02,5/3/2007,JB200,,,G,,,105
1312,C02,6/17/2008,JB200,,,X,,,799
433,C03,6/19/2003,JB200,,,G,,,70
505,C03,12/3/2003,JB200,,,G,,,105
506,C03,12/3/2003,JB200,,,G,,,105
1071,C03,5/29/2007,JB200,,,X,,,799
1086,C03,6/20/2007,JB200,,,X,,,799
1383,C03,9/4/2008,JB200,,,X,,,799
174,C04,5/24/2002,JB200,,,G,,,105
175,C04,5/24/2002,JB200,,,L,,,127
755,C04,7/6/2005,JB200,,,G,,,105
962,C04,9/25/2006,JB200,,,G,,,105
1313,C04,6/17/2008,JB200,,,X,,,799
675,C05,2/8/2005,JB200,,,G,                    ,                    ,105
676,C05,2/8/2005,JB200,,,X,                    ,                    ,799
678,C05,2/8/2005,JB200,,,G,,,242
679,C05,2/8/2005,JB200,,,V,,,230
680,C05,2/8/2005,JB200,,,H,,,799
683,C05,2/8/2005,JB200,,,G,,,105
684,C05,2/8/2005,JB200,,,X,,,799
685,C05,2/8/2005,JB200,1,,G,,,242
686,C05,2/8/2005,JB200,1,,G,                    ,                    ,242
687,C05,2/8/2005,JB200,,,G,                    ,                    ,242
688,C05,2/8/2005,JB200,,,V,                    ,                    ,230
689,C05,2/8/2005,JB200,,,H,                    ,                    ,799
1108,C05,7/25/2007,JB200,,,X,,,804
1303,C05,6/16/2008,JB200,,,X,,,799
9,C06,4/12/2001,JB200,,,X,,,799
856,C06,2/15/2006,JB210,0,0,G,,,105
1028,C06,2/5/2007,JB200,,,X,,,799
1304,C06,6/16/2008,JB200,,,X,,,799
20,C07,5/16/2001,JB200,,,G,,,105
1076,C07,6/6/2007,JB200,,,X,,,799
1163,C07,1/14/2008,JB200,,,X,,,799
1384,C07,9/6/2008,JB200,,,X,,,799
1489,C07,7/11/2009,JB200,,,G,,,105
23,C08,5/22/2001,JB200,,,G,,,105
498,A01,11/12/2003,JA210,,,X,2,1,812
1132,C08,8/16/2007,JB200,,,X,,,812
1133,C08,8/18/2007,JB200,,,X,,,812
1314,C08,6/17/2008,JB200,,,X,,,799
36,C09,6/23/2001,JB200,,,G,,,105
173,C09,5/14/2002,JB200,,,Y,,,255
427,C09,6/10/2003,JB200,,,G,,,105
436,C09,6/30/2003,JB25E,1,,R,16,47,242
513,C09,2/2/2004,JB200,,,G,,,105
716,C09,3/8/2005,JB200,,,H,                    ,                    ,799
745,C09,5/31/2005,JB200,,,G,,,105
746,C09,5/31/2005,JB200,,,G,,,105
959,C09,9/19/2006,JB210,0,0,X,,,2
1185,C09,3/24/2008,JB200,,,Y,,,900
1187,C09,3/25/2008,JB200,1,1,R,1720,554,900
1315,C09,6/17/2008,JB200,,,X,,,799
21,C10,5/17/2001,JB200,,,L,,,105
904,C10,5/1/2006,JB200,,,Y,,,105
963,C10,9/27/2006,JB200,,,X,,,2
1195,C10,4/30/2008,JB200,,,G,,,105
1196,C10,4/30/2008,JB200,,,G,,,105
1316,C10,6/17/2008,JB200,,,X,,,799
1375,C10,8/11/2008,JB200,,,L,,,812
1100,C11,7/12/2007,JB200,,,X,,,812
1305,C11,6/16/2008,JB200,,,X,,,799
32,D01,6/15/2001,JA200,,,X,,,799
48,D01,7/13/2001,JB200,,,J,,,799
105,D01,1/2/2002,JA200,,,X,,,799
106,D01,1/2/2002,JA200,,,L,,,127
363,D01,1/8/2003,JA200,,,J,,,799
480,D01,10/7/2003,JA200,,,F,,,8
548,D01,4/16/2004,JA200,,,X,,,410
550,D01,4/19/2004,JA200,,,L,,,799
551,D01,4/20/2004,JA200,,,L,,,799
599,D01,8/16/2004,JA200,,,L,                    ,                    ,800
600,D01,8/17/2004,JA200,,,L,                    ,                    ,127
722,D01,3/14/2005,JA200,,,X,                    ,                    ,799
760,D01,7/25/2005,JA200,,,L,,,799
761,D01,7/25/2005,JA200,,,L,,,799
779,D01,8/31/2005,JA200,,,H,,,799
910,D01,5/11/2006,JA200,,,X,,,799
974,D01,11/1/2006,JA200,,,X,,,799
1001,D01,12/4/2006,JA200,,,X,,,799
1019,D01,1/24/2007,JA200,,,X,,,799
1091,D01,6/26/2007,JA200,,,Y,,,900
1093,D01,6/27/2007,JA200,,,X,,,804
1094,D01,6/30/2007,JA200,1,1,R,NSL,1034,70
1096,D01,7/6/2007,JA200,,,X,,,799
1194,D01,4/28/2008,JA200,,,X,,,804
1197,D01,5/2/2008,JA200,,,X,,,799
1199,D01,5/9/2008,JA200,,,X,,,804
1370,D01,8/7/2008,JA200,,,X,,,812
53,D02,7/17/2001,JB200,,,G,,,105
54,D02,7/17/2001,JB200,,,G,,,105
55,D02,7/17/2001,JB200,,,G,,,105
64,D02,8/7/2001,JB25B,1,1,R,,,242
96,D02,11/25/2001,JB200,,,Y,,,105
97,D02,11/25/2001,JB200,,,Y,,,105
976,D02,11/4/2006,JB200,,,X,,,799
1339,D02,6/19/2008,JB200,,,X,,,799
59,D03,7/31/2001,JB200,,,G,,,105
193,D03,6/23/2002,JB200,,,Y,,,169
196,D03,6/24/2002,JB200,1,,R,356,377,80
425,D03,6/6/2003,JB200,,,L,,,105
912,D03,5/24/2006,JB200,,,X,,,799
926,D03,6/22/2006,JB200,,,X,,,799
977,D03,11/6/2006,JB200,,,X,,,799
1340,D03,6/19/2008,JB200,,,X,,,799
1391,D03,9/23/2008,JB200,,,Y,,,230
1395,D03,9/27/2008,JB200,1,1,R,377,95,242
121,D04,2/6/2002,JB200,,,G,,,105
165,D04,5/6/2002,JB200,,,V,,,230
166,D04,5/6/2002,JB200,,,G,,,105
319,D04,10/11/2002,JB200,,,G,,,105
601,D04,8/18/2004,JB200,,,G,                    ,                    ,105
1341,D04,6/19/2008,JB200,,,X,,,799
1513,D04,9/24/2009,JB250,,,X,,,799
370,D05,1/14/2003,JB200,,,X,,,799
857,D05,2/22/2006,JB200,,,Y,,,105
859,D05,2/23/2006,JB200,,,G,,,105
969,D05,10/13/2006,JB200,,,X,,,799
1342,D05,6/19/2008,JB200,,,X,,,799
526,D06,2/18/2004,JB200,,,X,,,804
713,D06,3/2/2005,JB200,,,X,                    ,                    ,410
714,D06,3/2/2005,JB200,,,X,,,410
756,D06,7/6/2005,JB200,,,L,,,812
993,D06,11/22/2006,JB200,,,X,,,799
1324,D06,6/18/2008,JB200,,,X,,,799
1473,D06,6/16/2009,BA500,,,Y,,,242
1474,D06,6/16/2009,JB200,1,1,R,MG00613,MG1700,242
37,D07,6/28/2001,JB200,,,G,,,105
38,D07,6/28/2001,JB200,,,G,,,799
103,D07,12/17/2001,JB200,,,L,,,127
104,D07,12/24/2001,JB200,,,L,,,127
195,D07,6/24/2002,JB200,,,Y,,,169
197,D07,6/25/2002,JB200,,,Y,,,472
660,D07,1/24/2005,JB200,,,Y,XXX,XXX,255
665,D07,1/24/2005,JB200,,,Y,XXX                 ,XXX                 ,255
695,D07,2/16/2005,JB200,1,1,R,MG00787,238,991
696,D07,2/16/2005,JB200,1,1,R,MG00787             ,238,991
980,D07,11/13/2006,JB200,,,X,,,799
1325,D07,6/18/2008,JB200,,,X,,,799
1407,D07,10/29/2008,JB200,,,G,,,2
98,D08,11/29/2001,JB210,0,0,F,,,105
125,D08,2/23/2002,JB200,,,Y,,,242
126,D08,2/24/2002,JB200,,,Y,,,242
127,D08,2/24/2002,JB25A,1,1,R,99003,99027,70
311,D08,9/30/2002,JB200,,,G,,,105
312,D08,9/30/2002,JB200,,,G,,,105
655,D08,1/13/2005,JB200,,,Y,,,242
656,D08,1/13/2005,JB200,,,Y,                    ,                    ,242
697,D08,2/18/2005,JB200,,,L,,,105
698,D08,2/18/2005,JB200,,,L,                    ,                    ,105
1009,D08,12/19/2006,JB200,,,X,,,799
1326,D08,6/18/2008,JB200,,,X,,,799
60,D09,8/1/2001,JB200,,,G,,,105
888,D09,4/12/2006,JB200,,,X,,,799
889,D09,4/12/2006,JB200,,,X,,,799
890,D09,4/12/2006,JB200,,,Y,,,135
891,D09,4/12/2006,JB200,1,1,R,MG00368,317,135
967,D09,10/12/2006,JB200,,,X,,,799
1327,D09,6/18/2008,JB200,,,X,,,799
123,D10,2/14/2002,JB200,,,Y,,,799
429,D10,6/12/2003,JB200,,,H,,,799
751,D10,6/21/2005,JB200,,,H,,,799
1328,D10,6/18/2008,JB200,,,X,,,799
1507,D10,9/1/2009,JB200,,,Y,,,105
28,D11,6/13/2001,JB200,,,,,,
52,D11,7/17/2001,JB200,,,G,,,105
69,D11,8/14/2001,JB200,,,R,MG00071,MG00093,242
82,D11,10/16/2001,JB200,,,G,,,105
658,D11,1/22/2005,JB200,,,Y,                    ,                    ,255
659,D11,1/22/2005,JB200,,,Y,,,255
661,D11,1/24/2005,JB200,1,1,R,MG00071,421,255
662,D11,1/24/2005,JB200,,,1,,,255
663,D11,1/24/2005,JB200,1,1,R,MG00071             ,421,255
664,D11,1/24/2005,JB200,,,1,                    ,                    ,255
785,D11,9/9/2005,JB210,0,0,G,,,105
970,D11,10/13/2006,JB200,,,X,,,799
1343,D11,6/19/2008,JB200,,,X,,,799
10,DDD,4/20/2001,JAL00,,,Y,,,169
67,E01,8/12/2001,JA200,,,L,,,799
68,E01,8/12/2001,JA200,,,L,,,799
78,E01,9/8/2001,JB200,,,J,,,799
102,E01,12/13/2001,JA200,,,X,,,799
111,E01,1/16/2002,JA200,,,J,,,799
481,E01,10/7/2003,JB200,,,X,,,804
595,E01,8/2/2004,JA200,,,L,                    ,                    ,800
596,E01,8/3/2004,JA200,,,L,                    ,                    ,127
740,E01,5/20/2005,JA200,,,L,,,800
741,E01,5/20/2005,JA200,,,L,,,800
757,E01,7/13/2005,JA200,,,L,,,799
758,E01,7/13/2005,JA200,,,L,,,799
810,E01,11/1/2005,JA200,,,Y,,,812
812,E01,11/3/2005,JA200,,,L,,,799
813,E01,11/3/2005,JA200,,,H,,,799
900,E01,4/26/2006,JA200,,,X,,,799
1022,E01,1/25/2007,JA200,,,X,,,799
1037,E01,2/26/2007,JA200,,,X,,,799
1057,E01,4/27/2007,JA200,1,1,R,1056,1064,242
1058,E01,4/27/2007,JA200,,,X,,,799
1101,E01,7/13/2007,JA200,,,X,,,799
1130,E01,8/16/2007,JA200,,,X,,,799
1135,E01,8/31/2007,JA200,,,X,,,799
1143,E01,9/8/2007,JA200,,,X,,,799
1144,E01,9/14/2007,JA200,,,X,,,799
1145,E01,9/14/2007,JA200,,,X,,,812
1177,E01,3/17/2008,JA200,,,X,,,804
1181,E01,3/18/2008,JA200,,,X,,,799
1191,E01,4/16/2008,JA200,,,Y,,,255
1193,E01,4/25/2008,JA200,,,H,,,799
431,E02,6/17/2003,JB200,,,G,,,105
467,E02,9/8/2003,JB200,,,L,,,105
882,E02,3/29/2006,JB200,,,L,,,799
1056,E02,4/26/2007,JB200,,,X,,,799
1306,E02,6/16/2008,JB200,,,X,,,799
717,E03,3/9/2005,JB210,0,0,L,,,105
1021,E03,1/24/2007,JB200,,,X,,,799
1025,E03,1/27/2007,JB200,,,X,,,799
1307,E03,6/16/2008,JB200,,,X,,,799
1033,E04,2/15/2007,JB200,,,X,,,799
1308,E04,6/16/2008,JB200,,,X,,,799
1309,E05,6/16/2008,JB200,,,X,,,799
322,E06,10/14/2002,JB200,,,G,,,105
452,E06,8/20/2003,JB200,,,G,,,105
825,E06,11/22/2005,JB200,,,L,,,799
866,E06,3/10/2006,JB200,1,1,R,448,859,242
867,E06,3/10/2006,JB200,,,Y,,,242
942,E06,8/10/2006,JB200,,,G,,,105
1015,E06,1/10/2007,JB200,,,X,,,799
1317,E06,6/17/2008,JB200,,,X,,,799
1458,E06,4/22/2009,JB200,,,X,,,799
1464,E06,5/19/2009,JB200,,,X,,,799
1024,E07,1/25/2007,JB200,,,X,,,799
1318,E07,6/17/2008,JB200,,,X,,,799
320,E08,10/11/2002,JB200,,,G,,,105
1311,E08,6/17/2008,JB200,,,X,,,799
1319,E08,6/17/2008,JB200,,,X,,,799
1401,E08,10/14/2008,JB200,,,X,,,799
49,E09,7/17/2001,JB200,,,Y,,,255
50,E09,7/17/2001,JB200,1,,X,,,290
51,E09,7/17/2001,JB200,,,X,,,290
56,E09,7/17/2001,JB200,,,X,,,290
57,E09,7/17/2001,JB200,,,X,,,290
670,E09,2/3/2005,JB200,,,L,                    ,                    ,799
671,E09,2/3/2005,JB200,,,L,,,799
789,E09,9/16/2005,JB200,,,Y,,,900
790,E09,9/16/2005,JB200,1,1,R,173,49,900
791,E09,9/16/2005,JB200,,,X,,,799
1010,E09,12/20/2006,JB200,,,X,,,799
1265,E09,6/3/2008,JB200,,,G,,,105
1320,E09,6/17/2008,JB200,,,X,,,799
4,E10,4/7/2001,JB200,,,X,,,799
282,E10,9/5/2002,JB200,,,C,,,105
283,E10,9/5/2002,JB200,,,C,,,105
328,E10,10/18/2002,JB200,,,L,,,804
337,E10,11/5/2002,JB200,,,L,,,800
344,E10,11/14/2002,JB200,,,L,,,800
627,E10,10/8/2004,JB200,1,1,R,175,839,615
1016,E10,1/10/2007,JB200,,,X,,,799
1321,E10,6/17/2008,JB200,,,X,,,799
17,E11,5/2/2001,JB200,,,G,,,780
47,E11,7/13/2001,JB200,,,G,,,105
247,E11,7/26/2002,JB200,,,G,,,105
860,E11,3/1/2006,JB200,,,L,,,804
